,Date,Visitor,VPTS,Home,HPTS,Outcome,Home Team,Home FG%,Home 3P%,Home 2P%,Home FT%,Home AST,Home STL,Home BLK,Home PTS,Home Age,Home ORtg,Home DRtg,Home NRtg,Home Pace,Home 3PAr,Home TS%,Home eFG%,Home TOV%,Home ORB%,Home DRB%,Home Attend./G,Visitor Team,Visitor FG%,Visitor 3P%,Visitor 2P%,Visitor FT%,Visitor AST,Visitor STL,Visitor BLK,Visitor PTS,Visitor Age,Visitor ORtg,Visitor DRtg,Visitor NRtg,Visitor Pace,Visitor 3PAr,Visitor TS%,Visitor eFG%,Visitor TOV%,Visitor ORB%,Visitor DRB%,Visitor Attend./G,Home Win Pct,Visitor Win Pct,FG% Difference,3P% Difference,2P% Difference,FT% Difference,AST Difference,STL Difference,BLK Difference,PTS Difference,Age Difference,ORtg Difference,DRtg Difference,NRtg Difference,Pace Difference,3PAr Difference,TS% Difference,eFG% Difference,TOV% Difference,ORB% Difference,DRB% Difference,Attend./G Difference,Win Pct Difference
10,2024-10-23,PHO,116,LAC,113,L,LAC,0.482,0.373,0.55,0.797,25.2,9.4,4.5,112.9,29.7,115.1,110.3,4.8,97.5,0.387,0.589,0.554,13.4,24.4,77.5,16575,PHO,0.478,0.378,0.556,0.81,27.8,7.2,4.8,113.6,29.1,116.2,119.3,-3.1,97.1,0.44,0.595,0.561,12.8,22.6,74.1,17071,0.9,0.1,0.0040000000000000036,-0.0050000000000000044,-0.006000000000000005,-0.013000000000000012,-2.6000000000000014,2.2,-0.2999999999999998,-0.6999999999999886,0.5999999999999979,-1.1000000000000085,-9.0,7.9,0.4000000000000057,-0.05299999999999999,-0.006000000000000005,-0.007000000000000006,0.5999999999999996,1.7999999999999972,3.4000000000000057,-496,0.8
11,2024-10-23,GSW,140,POR,104,L,POR,0.45,0.342,0.527,0.762,23.8,8.3,5.3,110.9,23.8,111.7,114.7,-3.0,98.8,0.418,0.555,0.521,13.8,29.2,72.5,17546,GSW,0.451,0.364,0.528,0.764,29.1,9.4,4.8,113.8,28.6,115.0,111.7,3.3,98.7,0.469,0.568,0.536,12.3,27.3,75.6,18064,0.4,0.7,-0.0010000000000000009,-0.021999999999999964,-0.0010000000000000009,-0.0020000000000000018,-5.300000000000001,-1.0999999999999996,0.5,-2.8999999999999915,-4.800000000000001,-3.299999999999997,3.0,-6.3,0.09999999999999432,-0.05099999999999999,-0.0129999999999999,-0.015000000000000013,1.5,1.8999999999999986,-3.0999999999999943,-518,-0.29999999999999993
12,2024-10-24,BOS,122,WAS,102,L,WAS,0.439,0.335,0.519,0.778,25.1,7.6,5.1,108.0,23.5,106.8,119.1,-12.3,100.9,0.435,0.546,0.512,13.6,22.7,71.9,16084,BOS,0.462,0.368,0.571,0.799,26.1,7.2,5.5,116.3,28.9,120.6,111.1,9.5,95.7,0.536,0.591,0.561,10.8,25.7,76.0,19156,0.2,0.8,-0.02300000000000002,-0.032999999999999974,-0.051999999999999935,-0.02100000000000002,-1.0,0.39999999999999947,-0.40000000000000036,-8.299999999999997,-5.399999999999999,-13.799999999999997,8.0,-21.8,5.200000000000003,-0.10100000000000003,-0.04499999999999993,-0.049000000000000044,2.799999999999999,-3.0,-4.099999999999994,-3072,-0.6000000000000001
13,2024-10-24,SAS,109,DAL,120,W,DAL,0.479,0.364,0.552,0.77,25.2,7.8,5.4,114.2,27.5,114.8,116.0,-1.2,99.2,0.389,0.583,0.549,12.5,23.3,73.1,19580,SAS,0.465,0.357,0.551,0.774,28.6,8.2,5.5,113.9,26.0,114.4,117.2,-2.8,99.3,0.441,0.575,0.544,12.3,24.3,73.0,17976,0.4,0.3,0.013999999999999957,0.007000000000000006,0.0010000000000000009,-0.0040000000000000036,-3.400000000000002,-0.39999999999999947,-0.09999999999999964,0.29999999999999716,1.5,0.3999999999999915,-1.2000000000000028,1.5999999999999999,-0.09999999999999432,-0.05199999999999999,0.008000000000000007,0.0050000000000000044,0.1999999999999993,-1.0,0.09999999999999432,1604,0.10000000000000003
14,2024-10-24,MIN,117,SAC,115,L,SAC,0.478,0.357,0.555,0.806,26.5,7.6,4.4,115.7,27.8,116.7,116.2,0.5,98.2,0.391,0.582,0.548,11.8,25.4,76.9,16986,MIN,0.468,0.377,0.545,0.789,26.1,8.0,5.0,114.3,27.2,116.6,111.5,5.1,97.3,0.455,0.588,0.554,13.0,25.8,75.1,18835,0.5,0.8,0.009999999999999953,-0.020000000000000018,0.010000000000000009,0.017000000000000015,0.3999999999999986,-0.40000000000000036,-0.5999999999999996,1.4000000000000057,0.6000000000000014,0.10000000000000853,4.700000000000003,-4.6,0.9000000000000057,-0.064,-0.006000000000000005,-0.006000000000000005,-1.1999999999999993,-0.40000000000000213,1.8000000000000114,-1849,-0.30000000000000004
15,2024-10-24,OKC,102,DEN,87,L,DEN,0.506,0.376,0.578,0.77,31.0,8.0,4.9,120.8,27.0,119.9,116.0,3.9,99.8,0.356,0.604,0.573,12.5,26.7,74.6,19786,OKC,0.482,0.374,0.559,0.819,26.9,10.3,5.7,120.5,24.8,120.3,107.5,12.8,100.0,0.419,0.593,0.56,10.3,24.2,74.6,17973,0.5,0.8,0.02400000000000002,0.0020000000000000018,0.018999999999999906,-0.04899999999999993,4.100000000000001,-2.3000000000000007,-0.7999999999999998,0.29999999999999716,2.1999999999999993,-0.3999999999999915,8.5,-8.9,-0.20000000000000284,-0.063,0.01100000000000001,0.0129999999999999,2.1999999999999993,2.5,0.0,1813,-0.30000000000000004
16,2024-10-25,BKN,101,ORL,116,W,ORL,0.445,0.318,0.533,0.775,23.0,8.9,6.0,105.4,24.9,109.4,109.6,-0.2,96.1,0.411,0.55,0.51,12.9,25.3,77.0,18588,BKN,0.437,0.344,0.515,0.787,25.2,7.8,4.3,105.1,24.7,108.5,115.8,-7.3,96.4,0.458,0.552,0.516,13.7,24.5,75.0,17398,0.7,0.3,0.008000000000000007,-0.025999999999999968,0.018000000000000016,-0.01200000000000001,-2.1999999999999993,1.1000000000000005,1.7000000000000002,0.30000000000001137,0.1999999999999993,0.9000000000000057,-6.200000000000003,7.1,-0.30000000000001137,-0.04700000000000004,-0.0020000000000000018,-0.006000000000000005,-0.7999999999999989,0.8000000000000007,2.0,1190,0.39999999999999997
17,2024-10-25,PHI,107,TOR,115,W,TOR,0.458,0.348,0.523,0.748,28.5,8.1,4.2,110.9,24.5,110.5,114.8,-4.3,99.7,0.373,0.553,0.522,13.3,27.3,73.9,18746,PHI,0.454,0.341,0.537,0.78,23.2,9.2,4.5,109.6,27.1,111.9,118.2,-6.3,97.4,0.426,0.563,0.527,12.3,23.4,71.8,19844,0.5,0.1,0.0040000000000000036,0.006999999999999951,-0.014000000000000012,-0.03200000000000003,5.300000000000001,-1.0999999999999996,-0.2999999999999998,1.3000000000000114,-2.6000000000000014,-1.4000000000000057,-3.4000000000000057,2.0,2.299999999999997,-0.05299999999999999,-0.009999999999999898,-0.0050000000000000044,1.0,3.900000000000002,2.1000000000000085,-1098,0.4
18,2024-10-25,CHA,120,ATL,125,W,ATL,0.472,0.358,0.552,0.775,29.6,9.7,5.1,118.2,24.9,114.6,115.7,-1.1,102.6,0.41,0.579,0.546,13.2,26.3,76.0,16440,CHA,0.43,0.339,0.499,0.783,24.3,7.4,4.5,105.1,25.1,107.3,116.6,-9.3,97.6,0.43,0.537,0.503,13.7,26.5,74.5,17169,0.5,0.1,0.04199999999999998,0.01899999999999996,0.05300000000000005,-0.008000000000000007,5.300000000000001,2.299999999999999,0.5999999999999996,13.100000000000009,-0.20000000000000284,7.299999999999997,-0.8999999999999915,8.200000000000001,5.0,-0.020000000000000018,0.041999999999999926,0.04300000000000004,-0.5,-0.1999999999999993,1.5,-729,0.4
19,2024-10-25,DET,101,CLE,113,W,CLE,0.491,0.383,0.581,0.776,28.1,8.2,4.3,121.9,26.6,121.7,112.2,9.5,99.8,0.457,0.607,0.578,11.6,25.9,74.8,19432,DET,0.476,0.362,0.55,0.774,26.4,8.0,5.3,115.5,25.8,115.0,113.1,1.9,99.8,0.394,0.58,0.547,13.0,26.2,76.0,19071,0.6,0.4,0.015000000000000013,0.02100000000000002,0.030999999999999917,0.0020000000000000018,1.7000000000000028,0.1999999999999993,-1.0,6.400000000000006,0.8000000000000007,6.700000000000003,-0.8999999999999915,7.6,0.0,0.063,0.027000000000000024,0.030999999999999917,-1.4000000000000004,-0.3000000000000007,-1.2000000000000028,361,0.19999999999999996
20,2024-10-25,IND,98,NYK,123,W,NYK,0.486,0.369,0.558,0.8,27.5,8.2,4.0,115.8,27.5,118.5,114.3,4.2,96.7,0.382,0.589,0.556,11.9,26.0,74.5,19800,IND,0.488,0.368,0.568,0.789,29.2,8.5,5.5,117.4,25.8,116.5,114.3,2.2,99.9,0.4,0.594,0.562,11.8,21.3,74.5,16737,0.6,0.8,-0.0020000000000000018,0.0010000000000000009,-0.009999999999999898,0.01100000000000001,-1.6999999999999993,-0.3000000000000007,-1.5,-1.6000000000000085,1.6999999999999993,2.0,0.0,2.0,-3.200000000000003,-0.018000000000000016,-0.0050000000000000044,-0.006000000000000005,0.09999999999999964,4.699999999999999,0.0,3063,-0.20000000000000007
21,2024-10-25,MEM,108,HOU,128,W,HOU,0.455,0.353,0.518,0.738,23.3,8.4,5.0,114.3,24.9,115.3,110.8,4.5,98.6,0.384,0.553,0.523,11.8,31.7,76.2,17484,MEM,0.479,0.367,0.556,0.786,28.4,8.9,5.6,121.7,24.7,117.7,113.0,4.7,103.3,0.406,0.588,0.554,13.1,28.7,74.9,16660,0.6,0.4,-0.023999999999999966,-0.014000000000000012,-0.038000000000000034,-0.04800000000000004,-5.099999999999998,-0.5,-0.5999999999999996,-7.400000000000006,0.1999999999999993,-2.4000000000000057,-2.200000000000003,-0.20000000000000018,-4.700000000000003,-0.02200000000000002,-0.03499999999999992,-0.031000000000000028,-1.299999999999999,3.0,1.2999999999999972,824,0.19999999999999996
22,2024-10-25,CHI,133,MIL,122,L,MIL,0.486,0.387,0.56,0.75,25.5,7.3,4.7,115.5,29.3,115.9,113.4,2.5,99.3,0.424,0.598,0.568,12.2,19.3,76.2,17437,CHI,0.47,0.367,0.556,0.809,29.1,7.6,4.7,117.8,25.2,114.1,115.6,-1.5,102.8,0.457,0.585,0.553,12.7,22.3,76.6,20138,0.8,0.7,0.016000000000000014,0.020000000000000018,0.0040000000000000036,-0.05900000000000005,-3.6000000000000014,-0.2999999999999998,0.0,-2.299999999999997,4.100000000000001,1.8000000000000114,-2.1999999999999886,4.0,-3.5,-0.03300000000000003,0.013000000000000012,0.014999999999999902,-0.5,-3.0,-0.3999999999999915,-2701,0.10000000000000009
23,2024-10-25,GSW,127,UTA,86,L,UTA,0.454,0.35,0.54,0.774,25.5,6.8,4.4,111.9,23.9,111.2,120.4,-9.2,100.0,0.449,0.568,0.533,14.9,26.9,74.1,18175,GSW,0.451,0.364,0.528,0.764,29.1,9.4,4.8,113.8,28.6,115.0,111.7,3.3,98.7,0.469,0.568,0.536,12.3,27.3,75.6,18064,0.1,0.7,0.0030000000000000027,-0.014000000000000012,0.01200000000000001,0.010000000000000009,-3.6000000000000014,-2.6000000000000005,-0.39999999999999947,-1.8999999999999915,-4.700000000000003,-3.799999999999997,8.700000000000003,-12.5,1.2999999999999972,-0.019999999999999962,0.0,-0.0030000000000000027,2.5999999999999996,-0.40000000000000213,-1.5,111,-0.6
24,2024-10-25,PHO,116,LAL,123,W,LAL,0.479,0.366,0.562,0.785,26.0,7.7,4.5,113.4,27.9,115.9,114.7,1.2,97.6,0.425,0.593,0.557,12.7,23.3,74.5,18723,PHO,0.478,0.378,0.556,0.81,27.8,7.2,4.8,113.6,29.1,116.2,119.3,-3.1,97.1,0.44,0.595,0.561,12.8,22.6,74.1,17071,0.6,0.1,0.0010000000000000009,-0.01200000000000001,0.006000000000000005,-0.025000000000000022,-1.8000000000000007,0.5,-0.2999999999999998,-0.19999999999998863,-1.2000000000000028,-0.29999999999999716,-4.599999999999994,4.3,0.5,-0.015000000000000013,-0.0020000000000000018,-0.0040000000000000036,-0.10000000000000142,0.6999999999999993,0.4000000000000057,1652,0.5
25,2024-10-25,NOP,105,POR,103,L,POR,0.45,0.342,0.527,0.762,23.8,8.3,5.3,110.9,23.8,111.7,114.7,-3.0,98.8,0.418,0.555,0.521,13.8,29.2,72.5,17546,NOP,0.452,0.347,0.518,0.754,25.8,8.5,5.2,109.8,25.9,110.4,119.9,-9.5,99.1,0.385,0.552,0.519,12.8,26.3,72.7,16815,0.4,0.2,-0.0020000000000000018,-0.004999999999999949,0.009000000000000008,0.008000000000000007,-2.0,-0.1999999999999993,0.09999999999999964,1.1000000000000085,-2.099999999999998,1.2999999999999972,-5.200000000000003,6.5,-0.29999999999999716,0.032999999999999974,0.0030000000000000027,0.0020000000000000018,1.0,2.8999999999999986,-0.20000000000000284,731,0.2
26,2024-10-26,LAC,109,DEN,104,L,DEN,0.506,0.376,0.578,0.77,31.0,8.0,4.9,120.8,27.0,119.9,116.0,3.9,99.8,0.356,0.604,0.573,12.5,26.7,74.6,19786,LAC,0.482,0.373,0.55,0.797,25.2,9.4,4.5,112.9,29.7,115.1,110.3,4.8,97.5,0.387,0.589,0.554,13.4,24.4,77.5,16575,0.5,0.9,0.02400000000000002,0.0030000000000000027,0.027999999999999914,-0.027000000000000024,5.800000000000001,-1.4000000000000004,0.40000000000000036,7.8999999999999915,-2.6999999999999993,4.800000000000011,5.700000000000003,-0.8999999999999999,2.299999999999997,-0.031000000000000028,0.015000000000000013,0.018999999999999906,-0.9000000000000004,2.3000000000000007,-2.9000000000000057,3211,-0.4
27,2024-10-26,CLE,135,WAS,116,L,WAS,0.439,0.335,0.519,0.778,25.1,7.6,5.1,108.0,23.5,106.8,119.1,-12.3,100.9,0.435,0.546,0.512,13.6,22.7,71.9,16084,CLE,0.491,0.383,0.581,0.776,28.1,8.2,4.3,121.9,26.6,121.7,112.2,9.5,99.8,0.457,0.607,0.578,11.6,25.9,74.8,19432,0.2,0.6,-0.05199999999999999,-0.04799999999999999,-0.061999999999999944,0.0020000000000000018,-3.0,-0.5999999999999996,0.7999999999999998,-13.900000000000006,-3.1000000000000014,-14.900000000000006,6.8999999999999915,-21.8,1.1000000000000085,-0.02200000000000002,-0.06099999999999994,-0.06599999999999995,2.0,-3.1999999999999993,-2.8999999999999915,-3348,-0.39999999999999997
28,2024-10-26,BOS,124,DET,118,L,DET,0.476,0.362,0.55,0.774,26.4,8.0,5.3,115.5,25.8,115.0,113.1,1.9,99.8,0.394,0.58,0.547,13.0,26.2,76.0,19071,BOS,0.462,0.368,0.571,0.799,26.1,7.2,5.5,116.3,28.9,120.6,111.1,9.5,95.7,0.536,0.591,0.561,10.8,25.7,76.0,19156,0.4,0.8,0.013999999999999957,-0.006000000000000005,-0.020999999999999908,-0.025000000000000022,0.29999999999999716,0.7999999999999998,-0.20000000000000018,-0.7999999999999972,-3.099999999999998,-5.599999999999994,2.0,-7.6,4.099999999999994,-0.14200000000000002,-0.01100000000000001,-0.014000000000000012,2.1999999999999993,0.5,0.0,-85,-0.4
29,2024-10-26,MIA,114,CHA,106,L,CHA,0.43,0.339,0.499,0.783,24.3,7.4,4.5,105.1,25.1,107.3,116.6,-9.3,97.6,0.43,0.537,0.503,13.7,26.5,74.5,17169,MIA,0.465,0.367,0.538,0.791,26.4,8.1,3.8,110.6,26.8,113.5,112.9,0.6,96.2,0.429,0.576,0.544,12.4,22.3,75.8,19716,0.1,0.6,-0.03500000000000003,-0.02799999999999997,-0.039000000000000035,-0.008000000000000007,-2.099999999999998,-0.6999999999999993,0.7000000000000002,-5.5,-1.6999999999999993,-6.200000000000003,3.6999999999999886,-9.9,1.3999999999999915,0.0010000000000000009,-0.038999999999999924,-0.041000000000000036,1.299999999999999,4.199999999999999,-1.2999999999999972,-2547,-0.5
30,2024-10-26,ORL,111,MEM,124,W,MEM,0.479,0.367,0.556,0.786,28.4,8.9,5.6,121.7,24.7,117.7,113.0,4.7,103.3,0.406,0.588,0.554,13.1,28.7,74.9,16660,ORL,0.445,0.318,0.533,0.775,23.0,8.9,6.0,105.4,24.9,109.4,109.6,-0.2,96.1,0.411,0.55,0.51,12.9,25.3,77.0,18588,0.4,0.7,0.033999999999999975,0.04899999999999999,0.02300000000000002,0.01100000000000001,5.399999999999999,0.0,-0.40000000000000036,16.299999999999997,-0.1999999999999993,8.299999999999997,3.4000000000000057,4.9,7.200000000000003,-0.004999999999999949,0.03799999999999992,0.04400000000000004,0.1999999999999993,3.3999999999999986,-2.0999999999999943,-1928,-0.29999999999999993
31,2024-10-26,TOR,101,MIN,112,W,MIN,0.468,0.377,0.545,0.789,26.1,8.0,5.0,114.3,27.2,116.6,111.5,5.1,97.3,0.455,0.588,0.554,13.0,25.8,75.1,18835,TOR,0.458,0.348,0.523,0.748,28.5,8.1,4.2,110.9,24.5,110.5,114.8,-4.3,99.7,0.373,0.553,0.522,13.3,27.3,73.9,18746,0.8,0.5,0.010000000000000009,0.029000000000000026,0.02200000000000002,0.041000000000000036,-2.3999999999999986,-0.09999999999999964,0.7999999999999998,3.3999999999999915,2.6999999999999993,6.099999999999994,-3.299999999999997,9.399999999999999,-2.4000000000000057,0.08200000000000002,0.03499999999999992,0.03200000000000003,-0.3000000000000007,-1.5,1.1999999999999886,89,0.30000000000000004
32,2024-10-26,OKC,114,CHI,95,L,CHI,0.47,0.367,0.556,0.809,29.1,7.6,4.7,117.8,25.2,114.1,115.6,-1.5,102.8,0.457,0.585,0.553,12.7,22.3,76.6,20138,OKC,0.482,0.374,0.559,0.819,26.9,10.3,5.7,120.5,24.8,120.3,107.5,12.8,100.0,0.419,0.593,0.56,10.3,24.2,74.6,17973,0.7,0.8,-0.01200000000000001,-0.007000000000000006,-0.0030000000000000027,-0.009999999999999898,2.200000000000003,-2.700000000000001,-1.0,-2.700000000000003,0.3999999999999986,-6.200000000000003,8.099999999999994,-14.3,2.799999999999997,0.038000000000000034,-0.008000000000000007,-0.007000000000000006,2.3999999999999986,-1.8999999999999986,2.0,2165,-0.10000000000000009
33,2024-10-26,HOU,106,SAS,109,W,SAS,0.465,0.357,0.551,0.774,28.6,8.2,5.5,113.9,26.0,114.4,117.2,-2.8,99.3,0.441,0.575,0.544,12.3,24.3,73.0,17976,HOU,0.455,0.353,0.518,0.738,23.3,8.4,5.0,114.3,24.9,115.3,110.8,4.5,98.6,0.384,0.553,0.523,11.8,31.7,76.2,17484,0.3,0.6,0.010000000000000009,0.0040000000000000036,0.03300000000000003,0.03600000000000003,5.300000000000001,-0.20000000000000107,0.5,-0.3999999999999915,1.1000000000000014,-0.8999999999999915,6.400000000000006,-7.3,0.7000000000000028,0.056999999999999995,0.02199999999999991,0.02100000000000002,0.5,-7.399999999999999,-3.200000000000003,492,-0.3
